File:,"data/local/small_world/p/0.5/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[5.0, 4.0, 0.5]_intervals0_localTrue_kAvFreq0-100.csv"
Averages,0.03619891000000001,0.076131403,0.15988934899999996,0.19317609200000008,0.17851956700000002,0.18098504499999998,0.002881263000000001,0.0030265759999999996,0.004370763000000001,0.017398784000000004,0.05893583100000001,0.08849641700000001
File:,"data/local/small_world/p/0.5/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[5.0, 4.0, 0.5]_intervals0_localTrue_coop-rate0-100.csv"
Averages,0.8267044267000004
File:,"data/local/small_world/p/0.5/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[5.0, 4.0, 0.5]_intervals0_localTrue_kFinFreq0-100.csv"
Averages,0.0467,0.06269999999999999,0.1816,0.18730000000000005,0.1491,0.18369999999999997,0.0039000000000000007,0.0013,0.0004,0.009399999999999999,0.0493,0.1246
File:,"data/local/small_world/p/0.5/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[5.0, 4.0, 0.5]_intervals0_localTrue_reward-variances0-100.csv"
Averages,3.0244708999961
File:,"data/local/small_world/p/0.5/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[5.0, 4.0, 0.5]_intervals0_localTrue_reward-averages0-100.csv"
Averages,2.232101947499999
File:,"data/local/small_world/p/0.5/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[5.0, 4.0, 0.5]_intervals0_localTrue_reward-final0-100.csv"
Averages,2.198249999999998
