6, 426
4, 1265
-1, 1522
-1, 1711
-2, 1267
-5, 2725
5, 1127
-3, 593
-1, 587
6, 237
0, 2586
-1, 1760
-2, 380
-3, 722
0, 2253
-4, 2035
0, 1901
5, 537
-1, 227
6, 1916
6, 265
6, 976
0, 362
-3, 274
-2, 1515
-2, 504
-3, 1612
5, 1771
0, 1194
-1, 1686
-1, 2326
4, 1535
5, 885
6, 476
-2, 3829
-1, 418
0, 2142
4, 2885
-4, 346
0, 1407
-2, 571
6, 1132
-2, 3358
-2, 1290
-1, 2667
4, 1871
-2, 969
5, 2973
5, 543
0, 969
-2, 3334
4, 1143
5, 931
-1, 310
4, 2156
5, 3153
4, 1837
6, 1318
0, 1646
6, 823
0, 726
6, 2145
6, 2302
4, 927
0, 361
6, 1392
0, 621
-5, 2142
5, 1097
-1, 1645
6, 1090
5, 303
5, 876
5, 3202
6, 1464
-2, 2507
6, 835
0, 133
-1, 3075
-3, 639
-1, 2774
-1, 599
5, 2551
-1, 761
-1, 321
4, 330
0, 381
0, 3660
4, 2129
-1, 2376
-2, 1501
0, 3123
-2, 1276
-2, 508
-2, 1616
6, 1742
-2, 5825
-1, 2061
0, 3296
0, 510
