5, 1199
6, 3610
-1, 3179
4, 3060
5, 1875
-1, 524
-1, 4658
0, 452
6, 1630
0, 1019
5, 968
0, 848
5, 3132
-3, 2184
-2, 375
6, 2935
-3, 2810
-2, 1307
0, 587
-2, 1965
-1, 4663
-1, 2648
-1, 3594
0, 652
-1, 1833
4, 284
4, 2411
6, 710
-2, 147
6, 1670
-1, 1579
-3, 1867
6, 1285
5, 1386
0, 1519
6, 622
-1, 2497
0, 1176
6, 2154
0, 592
-3, 2141
-2, 1992
-4, 496
-2, 1013
-1, 1292
-2, 489
6, 1934
-3, 316
5, 3907
4, 1335
0, 3768
5, 1541
-2, 2248
5, 1162
0, 1591
0, 1522
-1, 614
-2, 2797
-2, 3036
-1, 3376
-1, 2282
0, 629
5, 3754
0, 933
6, 1111
-1, 1258
0, 536
5, 686
-2, 473
5, 560
4, 1595
0, 733
6, 841
-5, 457
-3, 685
0, 896
5, 2516
6, 989
4, 1331
-3, 380
0, 3578
-1, 513
6, 1935
4, 2291
5, 668
6, 863
-1, 3294
0, 790
-3, 860
0, 2130
-2, 3978
-2, 386
4, 714
0, 403
5, 1930
-4, 850
4, 1118
-2, 2551
6, 2748
-2, 580
-1, 1639
4, 1447
6, 3702
6, 4143
-1, 2919
-1, 252
-1, 2212
-3, 3869
5, 1128
-1, 1883
0, 204
-5, 376
6, 1126
0, 203
5, 1448
0, 362
4, 3502
0, 606
-2, 799
-1, 320
5, 1221
0, 762
0, 2016
0, 1370
6, 1386
-1, 4203
4, 1689
4, 2033
0, 240
5, 1069
5, 498
5, 676
0, 1206
-2, 3455
0, 425
-2, 478
0, 1080
6, 1291
5, 1185
0, 1977
5, 2042
6, 1371
-1, 3802
-3, 1582
-1, 1220
6, 1389
0, 438
-1, 1017
0, 283
0, 424
-1, 768
5, 308
-2, 2096
5, 1402
5, 2202
5, 2546
5, 2676
0, 3760
0, 1315
0, 609
-3, 2003
0, 2935
-1, 1242
-1, 1644
-3, 1922
-4, 3506
-1, 4750
0, 630
-4, 1706
6, 3459
6, 138
6, 1045
0, 2347
-3, 8685
4, 2591
-2, 1016
0, 3110
-1, 2065
5, 844
0, 410
-2, 554
-2, 307
0, 207
4, 733
-1, 1234
-1, 162
-3, 963
5, 886
5, 4345
6, 2017
-2, 3094
-2, 1977
-3, 3524
0, 1612
-1, 1015
5, 1985
4, 769
5, 574
0, 788
-1, 562
-2, 1667
-2, 889
-2, 2041
-2, 151
5, 623
-1, 551
6, 2110
0, 2116
4, 6062
0, 2620
5, 1230
-1, 545
6, 2630
5, 2017
-2, 231
0, 372
-2, 1559
-1, 632
-3, 2813
4, 744
0, 2640
-2, 2584
5, 1812
5, 2410
-1, 2787
-5, 405
-1, 2585
-1, 970
0, 862
-2, 3900
6, 1520
6, 4339
0, 892
-1, 1157
-1, 2744
0, 416
-3, 575
-2, 883
-3, 4753
