-1, 2744
5, 2733
6, 1501
5, 672
-1, 5236
-3, 490
-1, 1144
-2, 5003
-2, 3465
6, 1620
-1, 1177
-2, 2573
-1, 5160
5, 1346
0, 1206
5, 2370
-3, 308
-3, 465
-2, 160
-2, 2477
4, 1182
5, 627
-2, 824
-1, 585
6, 531
-1, 811
-3, 2862
-2, 374
-3, 1081
-4, 1500
0, 1278
-2, 2212
-5, 2355
-1, 5076
-4, 4429
-1, 7117
0, 413
6, 2815
6, 1021
-1, 1003
6, 1754
0, 1494
-2, 2469
-2, 4718
-5, 780
-2, 513
6, 931
-1, 813
4, 1167
-1, 536
0, 622
0, 780
-2, 1637
-1, 1069
-3, 518
0, 4748
-5, 1911
0, 4276
-5, 444
-2, 603
-4, 464
0, 1011
6, 499
-1, 2126
0, 1624
0, 883
6, 423
5, 1865
0, 966
-2, 1835
-1, 1513
0, 5492
-3, 445
5, 1106
-3, 1783
-3, 2688
0, 1236
0, 4363
6, 2137
0, 3200
-1, 3920
-3, 1694
-1, 1743
0, 1071
-2, 483
0, 786
0, 2418
5, 2221
-2, 816
-2, 352
-2, 189
-1, 2940
6, 2304
-4, 475
6, 2053
0, 1295
-2, 2411
5, 2506
-2, 731
-1, 3765
6, 2531
4, 1815
6, 801
0, 1334
0, 1138
6, 1860
-2, 2685
-2, 3677
6, 5950
-2, 3523
5, 2701
0, 1096
-3, 2999
5, 1143
-1, 757
6, 986
-3, 742
-1, 1780
-3, 324
-1, 980
-3, 2429
-4, 1182
-1, 2831
0, 1119
-2, 1324
-2, 1843
0, 2815
-1, 849
-3, 1594
5, 449
5, 465
-3, 1173
6, 2673
6, 636
0, 811
-1, 428
-3, 531
6, 1932
-2, 474
6, 791
0, 1653
-2, 3583
4, 394
-1, 5315
6, 2492
-2, 2010
-5, 378
-2, 673
-1, 1227
6, 3181
-1, 668
-1, 1146
-1, 787
-1, 1376
-2, 2787
0, 246
5, 2439
-1, 913
0, 434
0, 1700
0, 3329
0, 921
-2, 1665
-2, 2020
-5, 300
-3, 1419
-3, 1188
5, 807
0, 1350
0, 3723
0, 4496
-1, 806
5, 640
6, 6832
-1, 1551
6, 2638
4, 693
4, 388
-2, 4115
0, 765
-2, 514
-2, 11513
-3, 505
0, 825
-5, 3649
0, 1841
6, 626
0, 676
0, 7742
0, 903
-5, 3363
0, 4121
-1, 2048
5, 2940
0, 400
5, 3267
0, 458
-1, 245
0, 365
-1, 816
-1, 591
6, 4459
5, 1381
-3, 2512
-1, 1313
6, 427
6, 1848
4, 1396
-2, 2201
-3, 146
0, 354
0, 227
-3, 3236
6, 239
-1, 1177
-4, 851
0, 3450
-1, 2721
-2, 658
-4, 506
-2, 2889
-3, 495
-2, 1944
-2, 3140
0, 2235
5, 952
0, 2955
0, 862
-3, 964
-2, 935
6, 3262
-2, 1026
-3, 759
-2, 1306
0, 1322
5, 2869
-2, 801
-3, 919
-2, 499
-2, 3030
-1, 2537
0, 382
-1, 326
-3, 481
6, 3138
-4, 1205
-2, 2504
-3, 1800
5, 2902
6, 583
-3, 2568
-3, 2598
6, 1081
4, 2100
-1, 822
5, 557
-2, 3132
-2, 7401
-1, 2429
6, 933
6, 4472
6, 993
0, 260
6, 5612
-3, 445
-3, 793
0, 130
-2, 1662
6, 857
-1, 2159
0, 573
0, 534
-1, 462
-2, 4159
0, 5657
-3, 361
0, 820
-5, 859
0, 501
-3, 852
5, 2575
5, 1996
5, 1030
0, 398
-1, 2565
6, 2282
0, 346
-4, 304
6, 1791
-2, 4320
-1, 1426
-4, 2129
0, 871
-3, 1161
-3, 1219
6, 2877
-1, 3954
0, 1013
0, 940
-1, 874
-3, 1685
5, 607
-2, 1399
-1, 3716
-1, 401
5, 2891
-1, 3066
5, 4502
4, 766
-2, 1913
5, 405
-1, 1626
0, 1158
6, 2599
-1, 463
6, 1736
-5, 2386
-1, 2397
0, 2614
4, 731
0, 573
-2, 973
-1, 3826
5, 2565
-1, 1754
-3, 1291
0, 2054
0, 383
-2, 1534
-2, 717
5, 1937
5, 4513
5, 2725
5, 1721
0, 6125
4, 5427
-2, 149
-5, 276
6, 3202
4, 4814
-4, 3625
0, 259
-2, 4012
6, 1123
-1, 6764
-3, 678
-4, 2369
6, 915
-5, 1520
-4, 494
6, 1691
0, 420
-2, 737
-1, 692
-2, 1561
0, 759
-3, 1451
0, 1048
-1, 893
-2, 4233
-1, 897
6, 616
6, 7432
0, 3212
-2, 1384
-2, 377
-3, 1635
-1, 461
-1, 8815
0, 284
0, 519
-1, 317
-2, 870
0, 2420
5, 2839
-1, 1333
0, 1015
6, 3051
5, 1672
6, 1651
-1, 2223
-1, 1839
0, 1354
6, 636
-2, 194
-3, 354
-1, 622
-2, 801
-4, 271
-1, 2378
-2, 3395
-4, 400
5, 416
6, 2173
6, 2738
-3, 539
-3, 2392
-1, 868
0, 1132
0, 1588
-2, 1490
4, 399
-3, 1604
-1, 1725
-3, 1820
0, 1213
5, 3757
-3, 2364
-1, 4981
0, 2929
-3, 1271
5, 602
0, 223
6, 1857
-2, 2472
-1, 311
-3, 785
-1, 297
-1, 1103
5, 914
-3, 1072
-3, 524
0, 4541
-3, 2981
0, 1910
-3, 7894
-3, 1421
0, 7036
0, 3548
-1, 561
5, 1398
0, 402
-2, 1443
6, 1251
6, 403
-2, 1460
-2, 195
0, 295
-1, 1750
6, 581
5, 3347
-1, 1001
-2, 1072
-2, 489
-2, 2203
0, 1363
-2, 1968
5, 794
0, 1858
5, 1025
5, 861
6, 1001
-1, 886
-1, 610
-1, 508
-1, 1745
4, 2044
0, 2171
-2, 285
6, 1015
-2, 658
-3, 621
-1, 3559
0, 4061
0, 1820
5, 408
-4, 216
6, 680
-1, 1939
-1, 3259
6, 943
-2, 686
0, 4719
-1, 1013
-2, 319
-3, 1367
-1, 2539
-1, 364
-1, 1299
-5, 1818
-2, 6884
-2, 1357
-3, 344
0, 455
5, 339
-2, 2269
-1, 546
-1, 3604
0, 495
5, 3139
5, 1643
5, 690
-3, 536
-3, 872
6, 304
0, 372
-2, 282
-5, 233
-2, 894
-4, 804
