File:,"data/random/low_p/0.15/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[2.0, 0.15]_intervals0_endNFalse_reward-averages0-100.csv"
Averages,2.009494708636363
File:,"data/random/low_p/0.15/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[2.0, 0.15]_intervals0_endNFalse_kFinFreq0-100.csv"
Averages,0.04181818181818182,0.04575757575757576,0.09181818181818181,0.1487878787878788,0.1625757575757576,0.19090909090909092,0.00030303030303030303,0.0,0.0043939393939393945,0.030454545454545453,0.1322727272727273,0.1509090909090909
File:,"data/random/low_p/0.15/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[2.0, 0.15]_intervals0_endNFalse_reward-final0-100.csv"
Averages,1.834909090909092
File:,"data/random/low_p/0.15/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[2.0, 0.15]_intervals0_endNFalse_reward-variances0-100.csv"
Averages,2.541336201029243
File:,"data/random/low_p/0.15/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[2.0, 0.15]_intervals0_endNFalse_coop-rate0-100.csv"
Averages,0.7442572965151515
File:,"data/random/low_p/0.15/n100_m300_q1.0_mr0.001_ea0.000_ep0.000_nsFalse_genFalse_faFalse_frFalse_g100000_net[2.0, 0.15]_intervals0_endNFalse_kAvFreq0-100.csv"
Averages,0.030593995454545445,0.04741525454545455,0.11319893181818184,0.16966607727272728,0.18438866969696974,0.19742332727272735,0.0032306651515151513,0.0038139727272727265,0.007177269696969695,0.03422631515151514,0.09315824545454547,0.11571727575757573
